ID,RA_DMS,DEC_DMS,SEMI_MAJ_PC,SEMI_MIN_PC,AVG_RAD_PC,PA_DEG,ARM,DIST_ARM_PC,GAL_RAD_KPC,RA_DEG,DEC_DEG,SEMI_MAJ_ARCSEC,SEMI_MIN_ARCSEC
196,24d09m34.5s,15d47m5.9s,25,24,25,0,2,65,2.37,24.15958333333333,15.784972222222223,0.5240467638391675,0.5030848932856008
197,24d09m34.7s,15d46m54.7s,22,22,22,0,2,88,2.37,24.15963888888889,15.781861111111112,0.4611611521784674,0.4611611521784674
198,24d09m34.7s,15d48m34.0s,25,25,25,0,3,-44,5.02,24.15963888888889,15.809444444444445,0.5240467638391675,0.5240467638391675
199,24d09m34.7s,15d46m40.4s,45,45,45,0,2,142,2.55,24.15963888888889,15.77788888888889,0.9432841749105015,0.9432841749105015
200,24d09m34.8s,15d48m32.7s,59,59,59,0,3,-53,4.96,24.159666666666666,15.809083333333334,1.2367503626604355,1.2367503626604355
201,24d09m34.8s,15d47m4.4s,49,49,49,0,2,64,2.35,24.159666666666666,15.784555555555555,1.0271316571247684,1.0271316571247684
202,24d09m34.8s,15d47m15.4s,13,11,12,-90,2,50,2.44,24.159666666666666,15.787611111111111,0.2725043171963671,0.2305805760892337
203,24d09m35.0s,15d47m9.6s,36,29,34,-50,2,55,2.37,24.15972222222222,15.786,0.7546273399284013,0.6078942460534343
204,24d09m35.1s,15d46m56.7s,65,61,63,0,2,78,2.34,24.15975,15.782416666666668,1.3625215859818356,1.2786741037675688
205,24d09m35.2s,15d46m49.9s,34,24,31,-30,2,100,2.39,24.159777777777776,15.78052777777778,0.7127035988212679,0.5030848932856008
206,24d09m35.2s,15d46m49.2s,15,15,15,0,2,103,2.4,24.159777777777776,15.780333333333335,0.3144280583035005,0.3144280583035005
207,24d09m35.4s,15d46m59.9s,54,54,54,0,2,67,2.32,24.15983333333333,15.783305555555556,1.131941009892602,1.131941009892602
208,24d09m35.4s,15d47m15.6s,26,25,26,-90,2,45,2.42,24.15983333333333,15.787666666666667,0.5450086343927342,0.5240467638391675
209,24d09m35.7s,15d47m6.3s,60,48,56,0,2,54,2.32,24.159916666666664,15.785083333333333,1.257712233214002,1.0061697865712016
210,24d09m35.8s,15d46m47.1s,29,28,28,0,2,107,2.4,24.15994444444444,15.77975,0.6078942460534343,0.5869323754998677
211,24d09m35.8s,15d47m8.1s,49,26,42,0,2,49,2.33,24.15994444444444,15.785583333333333,1.0271316571247684,0.5450086343927342
212,24d09m35.8s,15d47m20.5s,56,41,51,10,2,42,2.48,24.15994444444444,15.789027777777777,1.1738647509997353,0.8594366926962348
213,24d09m35.8s,15d46m3.3s,36,32,34,0,4,38,3.59,24.15994444444444,15.767583333333334,0.7546273399284013,0.6707798577141344
214,24d09m36.0s,15d46m6.3s,19,18,18,-90,4,13,3.48,24.16,15.768416666666667,0.3982755405177673,0.3773136699642006
215,24d09m36.1s,15d46m53.3s,86,69,81,-20,2,79,2.32,24.160027777777778,15.781472222222224,1.8027208676067363,1.4463690681961026
216,24d09m36.1s,15d47m54.5s,23,23,23,0,2,142,3.42,24.160027777777778,15.798472222222221,0.4821230227320341,0.4821230227320341
217,24d09m36.2s,15d48m36.3s,21,21,21,0,3,-39,5.08,24.160055555555555,15.810083333333335,0.44019928162490074,0.44019928162490074
218,24d09m36.2s,15d47m15.9s,21,21,21,0,2,39,2.39,24.160055555555555,15.787749999999999,0.44019928162490074,0.44019928162490074
219,24d09m36.3s,15d47m32.3s,28,28,28,0,2,53,2.72,24.160083333333333,15.792305555555556,0.5869323754998677,0.5869323754998677
220,24d09m36.5s,15d46m50.4s,17,16,17,-90,2,88,2.32,24.160138888888888,15.780666666666667,0.35635179941063394,0.3353899288570672
221,24d09m36.5s,15d46m58.8s,31,19,27,0,2,60,2.27,24.160138888888888,15.783000000000001,0.6498179871605677,0.3982755405177673
222,24d09m36.6s,15d46m46.0s,71,47,63,0,2,105,2.38,24.160166666666665,15.779444444444445,1.488292809303236,0.9852079160176349
223,24d09m36.7s,15d48m33.7s,38,38,38,0,3,-59,4.96,24.160194444444443,15.809361111111112,0.7965510810355346,0.7965510810355346
224,24d09m36.8s,15d46m39.8s,11,11,11,0,2,129,2.47,24.16022222222222,15.777722222222224,0.2305805760892337,0.2305805760892337
225,24d09m36.9s,15d46m57.0s,19,19,19,0,2,62,2.26,24.160249999999998,15.7825,0.3982755405177673,0.3982755405177673
226,24d09m37.1s,15d47m1.3s,37,37,37,0,2,51,2.24,24.160305555555553,15.783694444444444,0.7755892104819679,0.7755892104819679
227,24d09m37.1s,15d47m21.4s,22,22,22,0,2,31,2.44,24.160305555555553,15.789277777777778,0.4611611521784674,0.4611611521784674
228,24d09m37.1s,15d46m7.9s,196,143,178,20,4,-3,3.39,24.160305555555553,15.768861111111113,4.108526628499074,2.997547489160038
229,24d09m37.1s,15d47m14.3s,39,39,39,0,2,31,2.33,24.160305555555553,15.787305555555555,0.8175129515891013,0.8175129515891013
230,24d09m37.2s,15d46m14.9s,57,57,57,0,4,-57,3.14,24.16033333333333,15.770805555555556,1.194826621553302,1.194826621553302
231,24d09m37.2s,15d46m40.4s,37,37,37,0,2,123,2.44,24.16033333333333,15.77788888888889,0.7755892104819679,0.7755892104819679
232,24d09m37.3s,15d46m56.2s,44,28,39,-70,2,62,2.25,24.16036111111111,15.782277777777779,0.9223223043569349,0.5869323754998677
233,24d09m37.4s,15d46m23.8s,45,45,45,0,4,-134,2.85,24.16038888888889,15.773277777777778,0.9432841749105015,0.9432841749105015
234,24d09m37.4s,15d47m26.5s,33,32,32,0,2,30,2.53,24.16038888888889,15.790694444444444,0.6917417282677011,0.6707798577141344
235,24d09m37.5s,15d47m30.5s,50,38,46,0,2,39,2.63,24.160416666666666,15.791805555555555,1.048093527678335,0.7965510810355346
236,24d09m37.6s,15d46m59.8s,35,25,31,-20,2,48,2.22,24.160444444444444,15.783277777777778,0.7336654693748346,0.5240467638391675
237,24d09m37.6s,15d46m54.5s,28,27,27,-90,2,63,2.24,24.160444444444444,15.781805555555556,0.5869323754998677,0.565970504946301
238,24d09m37.8s,15d46m45.0s,25,25,25,0,2,100,2.34,24.1605,15.779166666666667,0.5240467638391675,0.5240467638391675
239,24d09m37.9s,15d46m39.7s,15,15,15,0,2,122,2.43,24.160527777777776,15.777694444444446,0.3144280583035005,0.3144280583035005
240,24d09m38.0s,15d46m40.3s,10,10,10,0,2,118,2.41,24.160555555555554,15.777861111111111,0.20961870553566703,0.20961870553566703
241,24d09m38.2s,15d47m18.8s,36,36,36,0,2,21,2.35,24.16061111111111,15.788555555555556,0.7546273399284013,0.7546273399284013
242,24d09m38.2s,15d47m27.8s,32,20,28,0,2,28,2.53,24.16061111111111,15.791055555555555,0.6707798577141344,0.41923741107133405
243,24d09m38.5s,15d45m57.6s,28,28,28,0,4,79,3.73,24.16069444444444,15.766,0.5869323754998677,0.5869323754998677
244,24d09m38.6s,15d45m59.2s,22,22,22,0,4,66,3.67,24.16072222222222,15.766444444444444,0.4611611521784674,0.4611611521784674
245,24d09m38.6s,15d46m10.8s,19,18,19,-90,4,-30,3.24,24.16072222222222,15.769666666666668,0.3982755405177673,0.3773136699642006
246,24d09m38.6s,15d46m53.8s,26,25,26,-90,2,58,2.2,24.16072222222222,15.781611111111111,0.5450086343927342,0.5240467638391675
247,24d09m38.7s,15d47m26.9s,24,24,24,0,2,23,2.49,24.16075,15.790805555555556,0.5030848932856008,0.5030848932856008
248,24d09m38.7s,15d46m55.6s,41,40,41,0,2,51,2.18,24.16075,15.782111111111112,0.8594366926962348,0.8384748221426681
249,24d09m39.0s,15d47m28.8s,34,34,34,0,2,21,2.52,24.160833333333333,15.791333333333332,0.7127035988212679,0.7127035988212679
250,24d09m39.2s,15d46m57.0s,73,55,67,-50,2,43,2.15,24.160888888888888,15.7825,1.5302165504103693,1.1529028804461687
251,24d09m39.3s,15d47m49.5s,48,38,44,50,2,93,3.15,24.160916666666665,15.797083333333333,1.0061697865712016,0.7965510810355346
252,24d09m39.3s,15d46m45.4s,45,31,41,-20,2,86,2.27,24.160916666666665,15.779277777777779,0.9432841749105015,0.6498179871605677
253,24d09m39.3s,15d46m9.6s,22,20,21,-90,4,-24,3.26,24.160916666666665,15.769333333333334,0.4611611521784674,0.41923741107133405
254,24d09m39.3s,15d47m48.4s,17,17,17,0,2,88,3.11,24.160916666666665,15.796777777777777,0.35635179941063394,0.35635179941063394
255,24d09m39.5s,15d46m51.8s,204,115,174,-10,2,59,2.18,24.16097222222222,15.781055555555556,4.276221592927607,2.4106151136601706
256,24d09m39.5s,15d46m58.0s,17,17,17,0,2,38,2.14,24.16097222222222,15.78277777777778,0.35635179941063394,0.35635179941063394
257,24d09m39.5s,15d46m55.4s,17,14,16,-90,2,45,2.15,24.16097222222222,15.782055555555557,0.35635179941063394,0.2934661877499338
258,24d09m39.6s,15d47m25.5s,45,44,45,0,2,9,2.42,24.160999999999998,15.790416666666667,0.9432841749105015,0.9223223043569349
259,24d09m39.7s,15d46m54.2s,20,19,20,-90,2,47,2.14,24.161027777777775,15.781722222222223,0.41923741107133405,0.3982755405177673
260,24d09m39.9s,15d45m57.8s,24,24,24,0,4,75,3.69,24.16108333333333,15.766055555555555,0.5030848932856008,0.5030848932856008
261,24d09m40.0s,15d47m27.1s,40,40,40,0,2,13,2.45,24.16111111111111,15.790861111111111,0.8384748221426681,0.8384748221426681
262,24d09m40.2s,15d47m47.9s,48,34,43,60,2,79,3.06,24.161166666666666,15.79663888888889,1.0061697865712016,0.7127035988212679
263,24d09m40.2s,15d47m28.8s,33,33,33,0,2,11,2.48,24.161166666666666,15.791333333333332,0.6917417282677011,0.6917417282677011
264,24d09m40.4s,15d45m55.0s,98,98,98,0,4,99,3.78,24.16122222222222,15.765277777777778,2.054263314249537,2.054263314249537
265,24d09m40.5s,15d46m58.9s,40,31,37,0,2,28,2.09,24.16125,15.783027777777779,0.8384748221426681,0.6498179871605677
266,24d09m40.6s,15d47m2.5s,20,20,20,0,2,21,2.08,24.161277777777777,15.784027777777778,0.41923741107133405,0.41923741107133405
267,24d09m40.6s,15d46m10.4s,27,27,27,0,4,-33,3.19,24.161277777777777,15.769555555555556,0.565970504946301,0.565970504946301
268,24d09m40.7s,15d46m57.7s,24,23,23,0,2,29,2.08,24.161305555555554,15.782694444444445,0.5030848932856008,0.4821230227320341
269,24d09m40.8s,15d46m55.7s,15,14,15,-90,2,34,2.09,24.16133333333333,15.78213888888889,0.3144280583035005,0.2934661877499338
270,24d09m40.8s,15d46m56.9s,35,27,32,0,2,32,2.08,24.16133333333333,15.782472222222223,0.7336654693748346,0.565970504946301
271,24d09m40.9s,15d47m10.1s,30,30,30,0,2,5,2.11,24.16136111111111,15.786138888888889,0.628856116607001,0.628856116607001
272,24d09m41.0s,15d47m23.7s,26,26,26,0,2,-3,2.32,24.161388888888887,15.789916666666667,0.5450086343927342,0.5450086343927342
273,24d09m41.1s,15d46m45.7s,24,24,24,0,2,71,2.18,24.161416666666664,15.779361111111111,0.5030848932856008,0.5030848932856008
274,24d09m41.2s,15d46m58.2s,21,21,21,0,2,23,2.06,24.16144444444444,15.782833333333334,0.44019928162490074,0.44019928162490074
275,24d09m41.3s,15d46m43.1s,13,13,13,0,2,80,2.22,24.16147222222222,15.77863888888889,0.2725043171963671,0.2725043171963671
276,24d09m41.5s,15d47m12.1s,46,46,46,0,2,-3,2.11,24.161527777777778,15.786694444444445,0.9642460454640682,0.9642460454640682
277,24d09m41.6s,15d45m50.7s,23,23,23,0,4,132,3.93,24.161555555555555,15.764083333333334,0.4821230227320341,0.4821230227320341
278,24d09m41.6s,15d47m23.5s,16,16,16,0,2,-8,2.3,24.161555555555555,15.789861111111112,0.3353899288570672,0.3353899288570672
279,24d09m41.7s,15d47m0.0s,36,36,36,0,2,15,2.03,24.161583333333333,15.783333333333333,0.7546273399284013,0.7546273399284013
280,24d09m41.7s,15d46m42.9s,10,10,10,0,2,78,2.21,24.161583333333333,15.778583333333334,0.20961870553566703,0.20961870553566703
281,24d09m41.8s,15d46m56.3s,19,19,19,0,2,24,2.04,24.16161111111111,15.782305555555556,0.3982755405177673,0.3982755405177673
282,24d09m41.8s,15d45m48.7s,180,101,154,-60,4,149,4.01,24.16161111111111,15.763527777777778,3.773136699642006,2.1171489259102367
283,24d09m41.8s,15d45m46.7s,60,44,55,-50,4,166,4.09,24.16161111111111,15.762972222222222,1.257712233214002,0.9223223043569349
284,24d09m41.9s,15d47m51.0s,17,17,17,0,2,85,3.12,24.161638888888888,15.7975,0.35635179941063394,0.35635179941063394
285,24d09m41.9s,15d46m43.3s,10,10,10,0,2,75,2.19,24.161638888888888,15.778694444444445,0.20961870553566703,0.20961870553566703
286,24d09m41.9s,15d47m10.9s,35,35,35,0,2,-4,2.07,24.161638888888888,15.78636111111111,0.7336654693748346,0.7336654693748346
287,24d09m42.0s,15d47m49.0s,95,63,84,-40,2,72,3.05,24.161666666666665,15.796944444444444,1.9913777025888366,1.3205978448747022
288,24d09m42.0s,15d46m8.3s,58,58,58,0,4,-18,3.22,24.161666666666665,15.768972222222223,1.2157884921068687,1.2157884921068687
289,24d09m42.2s,15d47m18.7s,83,52,73,0,2,-13,2.18,24.16172222222222,15.788527777777778,1.7398352559460364,1.0900172687854683
290,24d09m42.2s,15d47m47.3s,25,25,25,0,2,61,2.98,24.16172222222222,15.796472222222222,0.5240467638391675,0.5240467638391675
291,24d09m42.2s,15d45m59.8s,26,26,26,0,4,53,3.55,24.16172222222222,15.76661111111111,0.5450086343927342,0.5450086343927342
292,24d09m42.4s,15d46m57.1s,35,27,33,0,2,19,2.01,24.161777777777775,15.782527777777778,0.7336654693748346,0.565970504946301
293,24d09m42.4s,15d46m55.5s,25,18,23,60,2,22,2.02,24.161777777777775,15.782083333333334,0.5240467638391675,0.3773136699642006
294,24d09m42.4s,15d47m2.8s,30,30,30,0,2,5,2.0,24.161777777777775,15.78411111111111,0.628856116607001,0.628856116607001
295,24d09m42.5s,15d45m51.1s,30,24,28,-20,4,126,3.89,24.161805555555553,15.764194444444444,0.628856116607001,0.5030848932856008
296,24d09m42.5s,15d47m1.3s,23,20,22,-90,2,4,1.99,24.161805555555553,15.783694444444444,0.4821230227320341,0.41923741107133405
297,24d09m42.7s,15d46m49.6s,23,17,21,0,2,44,2.06,24.16186111111111,15.780444444444445,0.4821230227320341,0.35635179941063394
298,24d09m42.7s,15d48m31.1s,49,49,49,0,3,-112,4.73,24.16186111111111,15.80863888888889,1.0271316571247684,1.0271316571247684
299,24d09m42.8s,15d47m50.3s,38,38,38,0,2,75,3.07,24.16188888888889,15.797305555555555,0.7965510810355346,0.7965510810355346
300,24d09m42.8s,15d46m54.0s,24,19,22,0,2,25,2.01,24.16188888888889,15.781666666666668,0.5030848932856008,0.3982755405177673
301,24d09m42.8s,15d46m39.4s,31,28,30,0,2,89,2.23,24.16188888888889,15.777611111111112,0.6498179871605677,0.5869323754998677
302,24d09m42.8s,15d47m15.2s,90,69,83,0,2,-19,2.09,24.16188888888889,15.787555555555555,1.886568349821003,1.4463690681961026
303,24d09m42.9s,15d47m22.8s,52,47,50,-90,2,-19,2.23,24.161916666666666,15.789666666666667,1.0900172687854683,0.9852079160176349
304,24d09m42.9s,15d47m12.6s,38,38,38,0,2,-12,2.05,24.161916666666666,15.786833333333334,0.7965510810355346,0.7965510810355346
305,24d09m43.0s,15d46m53.2s,15,14,15,-90,2,27,2.0,24.161944444444444,15.781444444444446,0.3144280583035005,0.2934661877499338
306,24d09m43.1s,15d47m48.2s,39,24,34,-40,2,59,2.98,24.16197222222222,15.796722222222222,0.8175129515891013,0.5030848932856008
307,24d09m43.2s,15d46m52.5s,12,9,11,60,2,27,2.0,24.162,15.78125,0.2515424466428004,0.1886568349821003
308,24d09m43.3s,15d47m20.7s,52,48,51,25,2,-22,2.17,24.162027777777777,15.789083333333334,1.0900172687854683,1.0061697865712016
309,24d09m43.4s,15d47m0.0s,25,23,24,-90,2,3,1.95,24.162055555555554,15.783333333333333,0.5240467638391675,0.4821230227320341
310,24d09m43.5s,15d46m10.0s,34,28,32,0,4,-36,3.12,24.16208333333333,15.769444444444446,0.7127035988212679,0.5869323754998677
311,24d09m43.6s,15d47m6.9s,53,48,51,20,2,-11,1.96,24.16211111111111,15.78525,1.1109791393390354,1.0061697865712016
312,24d09m43.6s,15d46m57.0s,22,16,20,-90,2,8,1.95,24.16211111111111,15.7825,0.4611611521784674,0.3353899288570672
313,24d09m43.9s,15d48m31.3s,29,29,29,0,3,-118,4.71,24.16219444444444,15.808694444444445,0.6078942460534343,0.6078942460534343
314,24d09m43.9s,15d45m52.4s,24,24,24,0,4,112,3.8,24.16219444444444,15.764555555555555,0.5030848932856008,0.5030848932856008
315,24d09m43.9s,15d46m51.5s,18,17,18,0,2,26,1.98,24.16219444444444,15.780972222222223,0.3773136699642006,0.35635179941063394
316,24d09m44.0s,15d46m8.6s,12,11,12,-90,4,-23,3.16,24.16222222222222,15.769055555555557,0.2515424466428004,0.2305805760892337
317,24d09m44.0s,15d47m31.5s,16,16,16,0,2,-9,2.41,24.16222222222222,15.792083333333332,0.3353899288570672,0.3353899288570672
318,24d09m44.0s,15d46m56.0s,21,21,21,0,2,8,1.94,24.16222222222222,15.782222222222224,0.44019928162490074,0.44019928162490074
319,24d09m44.0s,15d45m51.3s,35,29,33,-20,4,122,3.85,24.16222222222222,15.76425,0.7336654693748346,0.6078942460534343
320,24d09m44.2s,15d47m1.9s,33,31,33,-90,2,-10,1.91,24.162277777777778,15.783861111111111,0.6917417282677011,0.6498179871605677
321,24d09m44.2s,15d47m26.9s,39,39,39,0,2,-24,2.27,24.162277777777778,15.790805555555556,0.8175129515891013,0.8175129515891013
322,24d09m44.4s,15d48m0.4s,29,29,29,0,2,129,3.41,24.162333333333333,15.800111111111113,0.6078942460534343,0.6078942460534343
323,24d09m44.4s,15d47m35.4s,55,50,53,0,2,-6,2.51,24.162333333333333,15.793166666666666,1.1529028804461687,1.048093527678335
324,24d09m44.6s,15d46m10.7s,18,18,18,0,4,-42,3.06,24.162388888888888,15.76963888888889,0.3773136699642006,0.3773136699642006
325,24d09m44.7s,15d47m29.8s,89,80,86,-90,2,-19,2.34,24.162416666666665,15.791611111111111,1.8656064792674365,1.6769496442853362
326,24d09m44.8s,15d45m50.1s,30,28,29,0,4,130,3.88,24.162444444444443,15.763916666666667,0.628856116607001,0.5869323754998677
327,24d09m44.8s,15d48m38.6s,27,27,27,0,3,-78,5.02,24.162444444444443,15.810722222222223,0.565970504946301,0.565970504946301
328,24d09m44.9s,15d48m32.5s,19,19,19,0,3,-116,4.75,24.16247222222222,15.809027777777779,0.3982755405177673,0.3982755405177673
329,24d09m44.9s,15d48m11.8s,21,20,21,-90,2,203,3.86,24.16247222222222,15.803277777777778,0.44019928162490074,0.41923741107133405
330,24d09m44.9s,15d46m50.8s,31,31,31,0,2,21,1.94,24.16247222222222,15.780777777777779,0.6498179871605677,0.6498179871605677
331,24d09m45.0s,15d46m58.4s,27,25,27,0,2,-3,1.88,24.162499999999998,15.78288888888889,0.565970504946301,0.5240467638391675
332,24d09m45.0s,15d46m8.5s,45,45,45,0,4,-24,3.14,24.162499999999998,15.76902777777778,0.9432841749105015,0.9432841749105015
333,24d09m45.0s,15d46m54.8s,30,25,28,0,2,5,1.9,24.162499999999998,15.78188888888889,0.628856116607001,0.5240467638391675
334,24d09m45.0s,15d46m19.6s,14,14,14,0,4,-121,2.73,24.162499999999998,15.772111111111112,0.2934661877499338,0.2934661877499338
335,24d09m45.0s,15d46m9.8s,25,25,25,0,4,-35,3.09,24.162499999999998,15.769388888888889,0.5240467638391675,0.5240467638391675
336,24d09m45.0s,15d46m44.4s,14,14,14,0,2,47,2.04,24.162499999999998,15.779000000000002,0.2934661877499338,0.2934661877499338
337,24d09m45.1s,15d46m57.2s,31,20,28,75,2,-5,1.88,24.162527777777775,15.782555555555556,0.6498179871605677,0.41923741107133405
338,24d09m45.1s,15d47m31.8s,55,44,51,20,2,-18,2.38,24.162527777777775,15.792166666666667,1.1529028804461687,0.9223223043569349
339,24d09m45.2s,15d45m52.1s,33,33,33,0,4,113,3.79,24.162555555555553,15.764472222222222,0.6917417282677011,0.6917417282677011
340,24d09m45.2s,15d46m2.8s,70,48,63,-15,4,21,3.35,24.162555555555553,15.767444444444445,1.4673309387496691,1.0061697865712016
341,24d09m45.2s,15d47m1.1s,40,27,35,-90,2,-13,1.87,24.162555555555553,15.78363888888889,0.8384748221426681,0.565970504946301
342,24d09m45.2s,15d48m1.0s,26,26,26,0,2,128,3.41,24.162555555555553,15.800277777777778,0.5450086343927342,0.5450086343927342
343,24d09m45.4s,15d46m4.5s,32,32,32,0,4,6,3.28,24.162611111111108,15.767916666666668,0.6707798577141344,0.6707798577141344
344,24d09m45.4s,15d46m59.8s,15,11,14,0,2,-13,1.86,24.162611111111108,15.783277777777778,0.3144280583035005,0.2305805760892337
345,24d09m45.4s,15d47m21.6s,35,31,34,-90,2,-41,2.1,24.162611111111108,15.789333333333333,0.7336654693748346,0.6498179871605677
346,24d09m45.5s,15d47m33.5s,34,34,34,0,2,-19,2.42,24.16263888888889,15.792638888888888,0.7127035988212679,0.7127035988212679
347,24d09m45.5s,15d46m0.7s,19,19,19,0,4,36,3.43,24.16263888888889,15.766861111111112,0.3982755405177673,0.3982755405177673
348,24d09m45.6s,15d48m39.1s,28,28,28,0,3,-79,5.03,24.162666666666667,15.810861111111112,0.5869323754998677,0.5869323754998677
349,24d09m45.6s,15d46m1.5s,33,26,31,30,4,29,3.39,24.162666666666667,15.767083333333334,0.6917417282677011,0.5450086343927342
350,24d09m45.7s,15d46m41.4s,51,46,50,0,2,59,2.07,24.162694444444444,15.778166666666667,1.0690553982319018,0.9642460454640682
351,24d09m45.8s,15d46m21.7s,25,25,25,0,4,-142,2.63,24.16272222222222,15.772694444444445,0.5240467638391675,0.5240467638391675
352,24d09m45.8s,15d46m10.7s,11,11,11,0,4,-45,3.03,24.16272222222222,15.76963888888889,0.2305805760892337,0.2305805760892337
353,24d09m45.8s,15d47m0.2s,14,14,14,0,2,-17,1.84,24.16272222222222,15.783388888888888,0.2934661877499338,0.2934661877499338
354,24d09m45.8s,15d46m22.9s,15,15,15,0,4,-152,2.59,24.16272222222222,15.773027777777779,0.3144280583035005,0.3144280583035005
355,24d09m45.9s,15d46m59.2s,20,14,18,70,2,-14,1.84,24.16275,15.783111111111111,0.41923741107133405,0.2934661877499338
356,24d09m45.9s,15d47m30.2s,32,32,32,0,2,-26,2.3,24.16275,15.791722222222223,0.6707798577141344,0.6707798577141344
357,24d09m45.9s,15d47m22.8s,32,32,32,0,2,-45,2.11,24.16275,15.789666666666667,0.6707798577141344,0.6707798577141344
358,24d09m45.9s,15d46m10.2s,19,14,17,0,4,-41,3.05,24.16275,15.7695,0.3982755405177673,0.2934661877499338
359,24d09m46.0s,15d46m38.6s,36,36,36,0,2,73,2.12,24.162777777777777,15.77738888888889,0.7546273399284013,0.7546273399284013
360,24d09m46.1s,15d47m0.9s,18,18,18,0,2,-20,1.83,24.162805555555554,15.783583333333333,0.3773136699642006,0.3773136699642006
361,24d09m46.1s,15d47m56.3s,53,35,47,0,2,93,3.21,24.162805555555554,15.798972222222222,1.1109791393390354,0.7336654693748346
362,24d09m46.2s,15d46m9.2s,12,11,12,0,4,-35,3.08,24.16283333333333,15.769222222222224,0.2515424466428004,0.2305805760892337
363,24d09m46.2s,15d46m7.0s,16,15,16,-90,4,-15,3.16,24.16283333333333,15.768611111111111,0.3353899288570672,0.3144280583035005
364,24d09m46.2s,15d46m59.7s,29,28,28,0,2,-19,1.82,24.16283333333333,15.78325,0.6078942460534343,0.5869323754998677
365,24d09m46.2s,15d47m24.9s,34,34,34,0,2,-42,2.15,24.16283333333333,15.79025,0.7127035988212679,0.7127035988212679
